Region,County,First Dose,Series Complete,Report as of
Southern Tier,Tioga,8,0,2020-12-23
Southern Tier,Tompkins,51,0,2020-12-23
Mid-Hudson,Ulster,492,3,2020-12-23
Capital Region,Warren,290,0,2020-12-23
Capital Region,Washington,123,0,2020-12-23
Finger Lakes,Wayne,117,1,2020-12-23
Mid-Hudson,Westchester,3669,17,2020-12-23
Finger Lakes,Wyoming,73,0,2020-12-23
Finger Lakes,Yates,86,0,2020-12-23
Capital Region,Albany,2609,7,2020-12-24
Western New York,Allegany,151,0,2020-12-24
New York City,Bronx,2853,8,2020-12-24
Southern Tier,Broome,380,0,2020-12-24
Western New York,Cattaraugus,323,0,2020-12-24
Central New York,Cayuga,556,0,2020-12-24
Western New York,Chautauqua,364,1,2020-12-24
Southern Tier,Chemung,25,1,2020-12-24
Southern Tier,Chenango,108,0,2020-12-24
North Country,Clinton,456,0,2020-12-24
Capital Region,Columbia,178,1,2020-12-24
Central New York,Cortland,240,0,2020-12-24
Southern Tier,Delaware,183,1,2020-12-24
Mid-Hudson,Dutchess,1115,8,2020-12-24
Western New York,Erie,7148,11,2020-12-24
North Country,Essex,122,0,2020-12-24
North Country,Franklin,385,0,2020-12-24
Mohawk Valley,Fulton,182,0,2020-12-24
Finger Lakes,Genesee,90,1,2020-12-24
Capital Region,Greene,108,2,2020-12-24
North Country,Hamilton,8,0,2020-12-24
Mohawk Valley,Herkimer,201,7,2020-12-24
North Country,Jefferson,115,0,2020-12-24
New York City,Kings,8010,34,2020-12-24
North Country,Lewis,22,0,2020-12-24
Finger Lakes,Livingston,201,1,2020-12-24
Central New York,Madison,365,0,2020-12-24
Finger Lakes,Monroe,3743,8,2020-12-24
Mohawk Valley,Montgomery,271,0,2020-12-24
Long Island,Nassau,7332,28,2020-12-24
New York City,New York,10461,19,2020-12-24
Western New York,Niagara,934,4,2020-12-24
Mohawk Valley,Oneida,1350,13,2020-12-24
Central New York,Onondaga,2910,8,2020-12-24
Finger Lakes,Ontario,632,2,2020-12-24
Mid-Hudson,Orange,1587,12,2020-12-24
Finger Lakes,Orleans,45,0,2020-12-24
Central New York,Oswego,289,0,2020-12-24
Mohawk Valley,Otsego,347,1,2020-12-24
Mid-Hudson,Putnam,240,4,2020-12-24
New York City,Queens,6933,24,2020-12-24
Capital Region,Rensselaer,883,6,2020-12-24
New York City,Richmond,2538,8,2020-12-24
Mid-Hudson,Rockland,1315,2,2020-12-24
Capital Region,Saratoga,1522,4,2020-12-24
Capital Region,Schenectady,994,4,2020-12-24
Mohawk Valley,Schoharie,75,3,2020-12-24
Southern Tier,Schuyler,25,0,2020-12-24
Finger Lakes,Seneca,83,0,2020-12-24
North Country,St. Lawrence,1019,3,2020-12-24
Southern Tier,Steuben,223,0,2020-12-24
Long Island,Suffolk,5112,19,2020-12-24
Mid-Hudson,Sullivan,215,4,2020-12-24
Southern Tier,Tioga,33,0,2020-12-24
Southern Tier,Tompkins,303,0,2020-12-24
Mid-Hudson,Ulster,765,6,2020-12-24
Capital Region,Warren,373,1,2020-12-24
Capital Region,Washington,160,0,2020-12-24
Finger Lakes,Wayne,169,1,2020-12-24
Mid-Hudson,Westchester,4415,22,2020-12-24
Finger Lakes,Wyoming,83,0,2020-12-24
Finger Lakes,Yates,106,0,2020-12-24
Capital Region,Albany,2671,7,2020-12-25
Western New York,Allegany,163,1,2020-12-25
New York City,Bronx,3331,11,2020-12-25
Southern Tier,Broome,380,0,2020-12-25
Western New York,Cattaraugus,361,0,2020-12-25
Central New York,Cayuga,562,0,2020-12-25
Western New York,Chautauqua,366,1,2020-12-25
Southern Tier,Chemung,25,1,2020-12-25
Southern Tier,Chenango,108,0,2020-12-25
North Country,Clinton,492,0,2020-12-25
Capital Region,Columbia,178,1,2020-12-25
Central New York,Cortland,241,0,2020-12-25
Southern Tier,Delaware,185,1,2020-12-25
Mid-Hudson,Dutchess,1132,8,2020-12-25
Western New York,Erie,7156,11,2020-12-25
North Country,Essex,125,0,2020-12-25
North Country,Franklin,385,0,2020-12-25
Mohawk Valley,Fulton,182,0,2020-12-25
Finger Lakes,Genesee,93,1,2020-12-25
Capital Region,Greene,108,2,2020-12-25
North Country,Hamilton,9,0,2020-12-25
Mohawk Valley,Herkimer,201,7,2020-12-25
North Country,Jefferson,115,0,2020-12-25
New York City,Kings,8425,35,2020-12-25
North Country,Lewis,22,0,2020-12-25
Finger Lakes,Livingston,211,1,2020-12-25
Central New York,Madison,371,0,2020-12-25
Finger Lakes,Monroe,4025,8,2020-12-25
Mohawk Valley,Montgomery,272,0,2020-12-25
Long Island,Nassau,8062,32,2020-12-25
New York City,New York,10607,21,2020-12-25
Western New York,Niagara,936,4,2020-12-25
Mohawk Valley,Oneida,1351,13,2020-12-25
Central New York,Onondaga,2962,8,2020-12-25
Finger Lakes,Ontario,643,2,2020-12-25
Mid-Hudson,Orange,1609,12,2020-12-25
Finger Lakes,Orleans,47,0,2020-12-25
Central New York,Oswego,293,0,2020-12-25
Mohawk Valley,Otsego,349,1,2020-12-25
Mid-Hudson,Putnam,247,4,2020-12-25
New York City,Queens,7465,25,2020-12-25
Capital Region,Rensselaer,897,6,2020-12-25
New York City,Richmond,2575,8,2020-12-25
Mid-Hudson,Rockland,1336,2,2020-12-25
Capital Region,Saratoga,1546,4,2020-12-25
Capital Region,Schenectady,1010,4,2020-12-25
Mohawk Valley,Schoharie,76,3,2020-12-25
Southern Tier,Schuyler,25,0,2020-12-25
Finger Lakes,Seneca,83,0,2020-12-25
North Country,St. Lawrence,1019,3,2020-12-25
Southern Tier,Steuben,224,0,2020-12-25
Long Island,Suffolk,5525,20,2020-12-25
Mid-Hudson,Sullivan,244,4,2020-12-25
Southern Tier,Tioga,33,0,2020-12-25
Southern Tier,Tompkins,303,0,2020-12-25
Mid-Hudson,Ulster,774,6,2020-12-25
Capital Region,Warren,417,1,2020-12-25
Capital Region,Washington,194,0,2020-12-25
Finger Lakes,Wayne,171,1,2020-12-25
Mid-Hudson,Westchester,4625,22,2020-12-25
Finger Lakes,Wyoming,84,0,2020-12-25
Finger Lakes,Yates,106,0,2020-12-25
Capital Region,Albany,2848,7,2020-12-26
Western New York,Allegany,164,1,2020-12-26
New York City,Bronx,3558,19,2020-12-26
Southern Tier,Broome,498,0,2020-12-26
Western New York,Cattaraugus,361,0,2020-12-26
Central New York,Cayuga,567,0,2020-12-26
Western New York,Chautauqua,370,1,2020-12-26
Southern Tier,Chemung,25,1,2020-12-26
Southern Tier,Chenango,116,1,2020-12-26
North Country,Clinton,495,0,2020-12-26
Capital Region,Columbia,182,1,2020-12-26
Central New York,Cortland,243,0,2020-12-26
Southern Tier,Delaware,185,1,2020-12-26
Mid-Hudson,Dutchess,1178,8,2020-12-26
Western New York,Erie,7296,12,2020-12-26
North Country,Essex,138,0,2020-12-26
North Country,Franklin,445,0,2020-12-26
Mohawk Valley,Fulton,185,0,2020-12-26
Finger Lakes,Genesee,112,1,2020-12-26
Capital Region,Greene,118,2,2020-12-26
North Country,Hamilton,9,0,2020-12-26
Mohawk Valley,Herkimer,209,7,2020-12-26
North Country,Jefferson,120,0,2020-12-26
New York City,Kings,8821,38,2020-12-26
North Country,Lewis,23,0,2020-12-26
Finger Lakes,Livingston,249,1,2020-12-26
Central New York,Madison,473,2,2020-12-26
Finger Lakes,Monroe,4669,8,2020-12-26
Mohawk Valley,Montgomery,278,0,2020-12-26
Long Island,Nassau,8439,35,2020-12-26
New York City,New York,11488,31,2020-12-26
Western New York,Niagara,952,4,2020-12-26
Mohawk Valley,Oneida,1421,14,2020-12-26
Central New York,Onondaga,3073,9,2020-12-26
Finger Lakes,Ontario,676,2,2020-12-26
Mid-Hudson,Orange,1638,12,2020-12-26
Finger Lakes,Orleans,73,0,2020-12-26
Central New York,Oswego,301,0,2020-12-26
Mohawk Valley,Otsego,350,1,2020-12-26
Mid-Hudson,Putnam,257,4,2020-12-26
New York City,Queens,7932,30,2020-12-26
Capital Region,Rensselaer,997,7,2020-12-26
New York City,Richmond,2648,9,2020-12-26
Mid-Hudson,Rockland,1385,2,2020-12-26
Capital Region,Saratoga,1661,4,2020-12-26
Capital Region,Schenectady,1058,5,2020-12-26
Mohawk Valley,Schoharie,80,3,2020-12-26
Southern Tier,Schuyler,25,0,2020-12-26
Finger Lakes,Seneca,85,0,2020-12-26
North Country,St. Lawrence,1226,3,2020-12-26
Southern Tier,Steuben,255,1,2020-12-26
Long Island,Suffolk,5835,34,2020-12-26
Mid-Hudson,Sullivan,244,4,2020-12-26
Southern Tier,Tioga,35,0,2020-12-26
Southern Tier,Tompkins,304,0,2020-12-26
Mid-Hudson,Ulster,797,6,2020-12-26
Capital Region,Warren,428,1,2020-12-26
Capital Region,Washington,199,0,2020-12-26
Finger Lakes,Wayne,191,1,2020-12-26
Mid-Hudson,Westchester,4928,27,2020-12-26
Finger Lakes,Wyoming,87,0,2020-12-26
Finger Lakes,Yates,110,0,2020-12-26
Capital Region,Albany,3123,9,2020-12-27
Western New York,Allegany,168,1,2020-12-27
New York City,Bronx,3775,19,2020-12-27
Southern Tier,Broome,498,0,2020-12-27
Western New York,Cattaraugus,386,0,2020-12-27
Central New York,Cayuga,573,0,2020-12-27
Western New York,Chautauqua,370,1,2020-12-27
Southern Tier,Chemung,27,1,2020-12-27
Southern Tier,Chenango,116,1,2020-12-27
North Country,Clinton,680,0,2020-12-27
Capital Region,Columbia,190,1,2020-12-27
Central New York,Cortland,244,0,2020-12-27
Southern Tier,Delaware,185,1,2020-12-27
Mid-Hudson,Dutchess,1190,8,2020-12-27
Western New York,Erie,7442,12,2020-12-27
North Country,Essex,222,0,2020-12-27
North Country,Franklin,577,0,2020-12-27
Mohawk Valley,Fulton,201,0,2020-12-27
Finger Lakes,Genesee,122,1,2020-12-27
Capital Region,Greene,126,2,2020-12-27
North Country,Hamilton,11,0,2020-12-27
Mohawk Valley,Herkimer,211,7,2020-12-27
North Country,Jefferson,125,0,2020-12-27
New York City,Kings,9460,39,2020-12-27
North Country,Lewis,69,0,2020-12-27
Finger Lakes,Livingston,263,1,2020-12-27
Central New York,Madison,480,2,2020-12-27
Finger Lakes,Monroe,5102,8,2020-12-27
Mohawk Valley,Montgomery,283,0,2020-12-27
Long Island,Nassau,8762,36,2020-12-27
New York City,New York,12181,31,2020-12-27
Western New York,Niagara,1147,4,2020-12-27
Mohawk Valley,Oneida,1447,14,2020-12-27
Central New York,Onondaga,3168,10,2020-12-27
Finger Lakes,Ontario,709,2,2020-12-27
Mid-Hudson,Orange,1668,13,2020-12-27
Finger Lakes,Orleans,79,0,2020-12-27
Central New York,Oswego,311,0,2020-12-27
Mohawk Valley,Otsego,350,1,2020-12-27
Mid-Hudson,Putnam,267,4,2020-12-27
New York City,Queens,8510,35,2020-12-27
Capital Region,Rensselaer,1128,9,2020-12-27
New York City,Richmond,2760,10,2020-12-27
Mid-Hudson,Rockland,1445,2,2020-12-27
Capital Region,Saratoga,1827,6,2020-12-27
Capital Region,Schenectady,1218,8,2020-12-27
Mohawk Valley,Schoharie,83,3,2020-12-27
Southern Tier,Schuyler,26,0,2020-12-27
Finger Lakes,Seneca,85,0,2020-12-27
North Country,St. Lawrence,1250,4,2020-12-27
Southern Tier,Steuben,257,1,2020-12-27
Long Island,Suffolk,6160,35,2020-12-27
Mid-Hudson,Sullivan,246,4,2020-12-27
Southern Tier,Tioga,36,0,2020-12-27
Southern Tier,Tompkins,306,0,2020-12-27
Mid-Hudson,Ulster,817,6,2020-12-27
Capital Region,Warren,560,1,2020-12-27
Capital Region,Washington,266,0,2020-12-27
Finger Lakes,Wayne,204,1,2020-12-27
Mid-Hudson,Westchester,5203,29,2020-12-27
Finger Lakes,Wyoming,92,0,2020-12-27
Finger Lakes,Yates,115,0,2020-12-27
Capital Region,Albany,3683,12,2020-12-28
Western New York,Allegany,229,1,2020-12-28
New York City,Bronx,4430,20,2020-12-28
Southern Tier,Broome,538,1,2020-12-28
Western New York,Cattaraugus,466,1,2020-12-28
Central New York,Cayuga,613,1,2020-12-28
Western New York,Chautauqua,459,2,2020-12-28
Southern Tier,Chemung,49,1,2020-12-28
Southern Tier,Chenango,169,1,2020-12-28
North Country,Clinton,843,1,2020-12-28
Capital Region,Columbia,213,1,2020-12-28
Central New York,Cortland,259,0,2020-12-28
Southern Tier,Delaware,220,1,2020-12-28
Mid-Hudson,Dutchess,1298,9,2020-12-28
Western New York,Erie,8589,16,2020-12-28
North Country,Essex,260,0,2020-12-28
North Country,Franklin,717,1,2020-12-28
Mohawk Valley,Fulton,246,0,2020-12-28
Finger Lakes,Genesee,140,1,2020-12-28
Capital Region,Greene,145,2,2020-12-28
North Country,Hamilton,16,0,2020-12-28
Mohawk Valley,Herkimer,262,7,2020-12-28
North Country,Jefferson,148,0,2020-12-28
New York City,Kings,10636,44,2020-12-28
North Country,Lewis,140,0,2020-12-28
Finger Lakes,Livingston,319,1,2020-12-28
Central New York,Madison,636,3,2020-12-28
Finger Lakes,Monroe,6035,11,2020-12-28
Mohawk Valley,Montgomery,387,0,2020-12-28
Long Island,Nassau,10066,44,2020-12-28
New York City,New York,13756,48,2020-12-28
Western New York,Niagara,1288,4,2020-12-28
Mohawk Valley,Oneida,1731,16,2020-12-28
Central New York,Onondaga,3885,10,2020-12-28
Finger Lakes,Ontario,987,2,2020-12-28
Mid-Hudson,Orange,1743,13,2020-12-28
Finger Lakes,Orleans,103,0,2020-12-28
Central New York,Oswego,460,1,2020-12-28
Mohawk Valley,Otsego,612,3,2020-12-28
Mid-Hudson,Putnam,302,4,2020-12-28
New York City,Queens,9825,38,2020-12-28
Capital Region,Rensselaer,1419,11,2020-12-28
New York City,Richmond,2994,11,2020-12-28
Mid-Hudson,Rockland,1556,2,2020-12-28
Capital Region,Saratoga,2177,9,2020-12-28
Capital Region,Schenectady,1431,11,2020-12-28
Mohawk Valley,Schoharie,91,3,2020-12-28
Southern Tier,Schuyler,48,1,2020-12-28
Finger Lakes,Seneca,120,0,2020-12-28
North Country,St. Lawrence,1446,5,2020-12-28
Southern Tier,Steuben,296,1,2020-12-28
Long Island,Suffolk,7526,43,2020-12-28
Mid-Hudson,Sullivan,268,4,2020-12-28
Southern Tier,Tioga,49,0,2020-12-28
Southern Tier,Tompkins,492,0,2020-12-28
Mid-Hudson,Ulster,959,6,2020-12-28
Capital Region,Warren,688,2,2020-12-28
Capital Region,Washington,316,0,2020-12-28
Finger Lakes,Wayne,285,1,2020-12-28
Mid-Hudson,Westchester,5822,33,2020-12-28
Finger Lakes,Wyoming,102,0,2020-12-28
Finger Lakes,Yates,152,0,2020-12-28
Capital Region,Albany,4216,15,2020-12-29
Western New York,Allegany,277,1,2020-12-29
New York City,Bronx,5385,22,2020-12-29
Southern Tier,Broome,647,1,2020-12-29
Western New York,Cattaraugus,544,2,2020-12-29
Central New York,Cayuga,845,3,2020-12-29
Western New York,Chautauqua,538,2,2020-12-29
Southern Tier,Chemung,106,1,2020-12-29
Southern Tier,Chenango,236,2,2020-12-29
North Country,Clinton,1200,1,2020-12-29
Capital Region,Columbia,236,2,2020-12-29
Central New York,Cortland,369,0,2020-12-29
Southern Tier,Delaware,245,2,2020-12-29
Mid-Hudson,Dutchess,1451,10,2020-12-29
Western New York,Erie,9895,17,2020-12-29
North Country,Essex,336,0,2020-12-29
North Country,Franklin,951,2,2020-12-29
Mohawk Valley,Fulton,306,0,2020-12-29
Finger Lakes,Genesee,153,1,2020-12-29
Capital Region,Greene,159,2,2020-12-29
North Country,Hamilton,33,0,2020-12-29
Mohawk Valley,Herkimer,347,8,2020-12-29
North Country,Jefferson,236,0,2020-12-29
New York City,Kings,12389,47,2020-12-29
North Country,Lewis,202,0,2020-12-29
Finger Lakes,Livingston,425,2,2020-12-29
Central New York,Madison,777,4,2020-12-29
Finger Lakes,Monroe,6774,14,2020-12-29
Mohawk Valley,Montgomery,476,0,2020-12-29
Long Island,Nassau,11936,51,2020-12-29
New York City,New York,16353,60,2020-12-29
Western New York,Niagara,1635,5,2020-12-29
Mohawk Valley,Oneida,2049,16,2020-12-29
Central New York,Onondaga,4416,14,2020-12-29
Finger Lakes,Ontario,1195,4,2020-12-29
Mid-Hudson,Orange,1937,16,2020-12-29
Finger Lakes,Orleans,150,0,2020-12-29
Central New York,Oswego,637,1,2020-12-29
Mohawk Valley,Otsego,723,4,2020-12-29
Mid-Hudson,Putnam,371,5,2020-12-29
New York City,Queens,11821,46,2020-12-29
Capital Region,Rensselaer,1728,12,2020-12-29
New York City,Richmond,3812,12,2020-12-29
Mid-Hudson,Rockland,1861,3,2020-12-29
Capital Region,Saratoga,2430,12,2020-12-29
Capital Region,Schenectady,1636,13,2020-12-29
Mohawk Valley,Schoharie,190,3,2020-12-29
Southern Tier,Schuyler,74,2,2020-12-29
Finger Lakes,Seneca,151,0,2020-12-29
North Country,St. Lawrence,1656,5,2020-12-29
Southern Tier,Steuben,404,1,2020-12-29
Long Island,Suffolk,8719,49,2020-12-29
Mid-Hudson,Sullivan,310,4,2020-12-29
Southern Tier,Tioga,91,0,2020-12-29
Southern Tier,Tompkins,816,0,2020-12-29
Mid-Hudson,Ulster,1124,7,2020-12-29
Capital Region,Warren,846,2,2020-12-29
Capital Region,Washington,405,0,2020-12-29
Finger Lakes,Wayne,362,1,2020-12-29
Mid-Hudson,Westchester,6882,35,2020-12-29
Finger Lakes,Wyoming,110,0,2020-12-29
Finger Lakes,Yates,189,0,2020-12-29
Capital Region,Albany,5163,17,2020-12-30
Western New York,Allegany,299,1,2020-12-30
New York City,Bronx,6579,25,2020-12-30
Southern Tier,Broome,1558,2,2020-12-30
Western New York,Cattaraugus,609,2,2020-12-30
Central New York,Cayuga,1037,4,2020-12-30
Western New York,Chautauqua,788,3,2020-12-30
Southern Tier,Chemung,281,1,2020-12-30
Southern Tier,Chenango,312,2,2020-12-30
North Country,Clinton,1466,3,2020-12-30
Capital Region,Columbia,257,2,2020-12-30
Central New York,Cortland,434,0,2020-12-30
Southern Tier,Delaware,353,3,2020-12-30
Mid-Hudson,Dutchess,1895,26,2020-12-30
Western New York,Erie,11679,19,2020-12-30
North Country,Essex,431,1,2020-12-30
North Country,Franklin,1200,4,2020-12-30
Mohawk Valley,Fulton,393,1,2020-12-30
Finger Lakes,Genesee,193,1,2020-12-30
Capital Region,Greene,196,4,2020-12-30
North Country,Hamilton,49,0,2020-12-30
Mohawk Valley,Herkimer,615,10,2020-12-30
North Country,Jefferson,330,0,2020-12-30
New York City,Kings,13723,54,2020-12-30
North Country,Lewis,279,0,2020-12-30
Finger Lakes,Livingston,569,2,2020-12-30
Central New York,Madison,1022,5,2020-12-30
Finger Lakes,Monroe,8640,16,2020-12-30
Mohawk Valley,Montgomery,593,1,2020-12-30
Long Island,Nassau,13653,57,2020-12-30
New York City,New York,18390,65,2020-12-30
Western New York,Niagara,2116,5,2020-12-30
Mohawk Valley,Oneida,2371,16,2020-12-30
Central New York,Onondaga,5919,25,2020-12-30
Finger Lakes,Ontario,1575,5,2020-12-30
Mid-Hudson,Orange,2366,16,2020-12-30
Finger Lakes,Orleans,172,0,2020-12-30
Central New York,Oswego,1002,3,2020-12-30
Mohawk Valley,Otsego,790,4,2020-12-30
Mid-Hudson,Putnam,440,6,2020-12-30
New York City,Queens,13429,53,2020-12-30
Capital Region,Rensselaer,2123,14,2020-12-30
New York City,Richmond,4422,13,2020-12-30
Mid-Hudson,Rockland,2199,5,2020-12-30
Capital Region,Saratoga,3005,14,2020-12-30
Capital Region,Schenectady,2061,18,2020-12-30
Mohawk Valley,Schoharie,260,3,2020-12-30
Southern Tier,Schuyler,155,3,2020-12-30
Finger Lakes,Seneca,190,0,2020-12-30
North Country,St. Lawrence,1827,5,2020-12-30
Southern Tier,Steuben,540,1,2020-12-30
Long Island,Suffolk,11376,66,2020-12-30
Mid-Hudson,Sullivan,845,7,2020-12-30
Southern Tier,Tioga,174,1,2020-12-30
Southern Tier,Tompkins,970,0,2020-12-30
Mid-Hudson,Ulster,1364,16,2020-12-30
Capital Region,Warren,1020,2,2020-12-30
Capital Region,Washington,494,0,2020-12-30
Finger Lakes,Wayne,617,1,2020-12-30
Mid-Hudson,Westchester,7996,38,2020-12-30
Finger Lakes,Wyoming,130,0,2020-12-30
Finger Lakes,Yates,216,0,2020-12-30
Capital Region,Albany,5753,20,2020-12-31
Western New York,Allegany,314,1,2020-12-31
New York City,Bronx,7861,28,2020-12-31
Southern Tier,Broome,2049,2,2020-12-31
Western New York,Cattaraugus,665,2,2020-12-31
Central New York,Cayuga,1388,5,2020-12-31
Western New York,Chautauqua,1026,5,2020-12-31
Southern Tier,Chemung,609,5,2020-12-31
Southern Tier,Chenango,378,2,2020-12-31
North Country,Clinton,1686,3,2020-12-31
Capital Region,Columbia,289,3,2020-12-31
Central New York,Cortland,580,0,2020-12-31
Southern Tier,Delaware,402,4,2020-12-31
Mid-Hudson,Dutchess,2130,30,2020-12-31
Western New York,Erie,13609,26,2020-12-31
North Country,Essex,502,1,2020-12-31
North Country,Franklin,1440,7,2020-12-31
Mohawk Valley,Fulton,521,2,2020-12-31
Finger Lakes,Genesee,248,1,2020-12-31
Capital Region,Greene,221,4,2020-12-31
North Country,Hamilton,53,0,2020-12-31
Mohawk Valley,Herkimer,758,12,2020-12-31
North Country,Jefferson,1853,0,2020-12-31
New York City,Kings,14862,60,2020-12-31
North Country,Lewis,416,0,2020-12-31
Finger Lakes,Livingston,661,2,2020-12-31
Central New York,Madison,1138,5,2020-12-31
Finger Lakes,Monroe,9965,20,2020-12-31
Mohawk Valley,Montgomery,823,1,2020-12-31
Long Island,Nassau,15334,67,2020-12-31
New York City,New York,19953,70,2020-12-31
Western New York,Niagara,2354,5,2020-12-31
Mohawk Valley,Oneida,2834,18,2020-12-31
Central New York,Onondaga,7170,35,2020-12-31
Finger Lakes,Ontario,1880,8,2020-12-31
Mid-Hudson,Orange,2902,22,2020-12-31
Finger Lakes,Orleans,357,0,2020-12-31
Central New York,Oswego,1586,4,2020-12-31
Mohawk Valley,Otsego,973,5,2020-12-31
Mid-Hudson,Putnam,519,6,2020-12-31
New York City,Queens,15577,62,2020-12-31
Capital Region,Rensselaer,2380,16,2020-12-31
New York City,Richmond,4824,13,2020-12-31
Mid-Hudson,Rockland,2484,7,2020-12-31
Capital Region,Saratoga,3327,17,2020-12-31
Capital Region,Schenectady,2383,21,2020-12-31
Mohawk Valley,Schoharie,297,5,2020-12-31
Southern Tier,Schuyler,236,3,2020-12-31
Finger Lakes,Seneca,234,0,2020-12-31
North Country,St. Lawrence,2155,6,2020-12-31
Southern Tier,Steuben,653,6,2020-12-31
Long Island,Suffolk,14143,87,2020-12-31
Mid-Hudson,Sullivan,997,7,2020-12-31
Southern Tier,Tioga,258,1,2020-12-31
Southern Tier,Tompkins,1182,0,2020-12-31
Mid-Hudson,Ulster,1586,19,2020-12-31
Capital Region,Warren,1111,2,2020-12-31
Capital Region,Washington,567,0,2020-12-31
Finger Lakes,Wayne,997,2,2020-12-31
Mid-Hudson,Westchester,9305,49,2020-12-31
Finger Lakes,Wyoming,260,0,2020-12-31
Finger Lakes,Yates,251,0,2020-12-31
Capital Region,Albany,5867,20,2021-01-01
Western New York,Allegany,319,1,2021-01-01
New York City,Bronx,8195,29,2021-01-01
Southern Tier,Broome,2052,2,2021-01-01
Western New York,Cattaraugus,680,2,2021-01-01
Central New York,Cayuga,1394,5,2021-01-01
Western New York,Chautauqua,1031,5,2021-01-01
Southern Tier,Chemung,612,5,2021-01-01
Southern Tier,Chenango,378,2,2021-01-01
North Country,Clinton,1722,3,2021-01-01
Capital Region,Columbia,301,3,2021-01-01
Central New York,Cortland,584,0,2021-01-01
Southern Tier,Delaware,402,4,2021-01-01
Mid-Hudson,Dutchess,2579,43,2021-01-01
Western New York,Erie,14016,27,2021-01-01
North Country,Essex,505,1,2021-01-01
North Country,Franklin,1497,8,2021-01-01
Mohawk Valley,Fulton,522,2,2021-01-01
Finger Lakes,Genesee,270,1,2021-01-01
Capital Region,Greene,227,4,2021-01-01
North Country,Hamilton,53,0,2021-01-01
Mohawk Valley,Herkimer,760,12,2021-01-01
North Country,Jefferson,1855,0,2021-01-01
New York City,Kings,15690,64,2021-01-01
North Country,Lewis,416,0,2021-01-01
Finger Lakes,Livingston,732,2,2021-01-01
Central New York,Madison,1157,5,2021-01-01
Finger Lakes,Monroe,10814,21,2021-01-01
Mohawk Valley,Montgomery,825,1,2021-01-01
Long Island,Nassau,15992,72,2021-01-01
New York City,New York,20138,71,2021-01-01
